horizon,model,api_model_id,asked_on,question_set,prompt_sha256,ending_id,ending,probability_pct,rationale
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,6,The Merger,14,"If advanced AI remains broadly beneficial, strong incentives favor cognitive integration, uploading, and deep augmentation rather than strict separation. Identity-continuous transformation could become the dominant structure by late century."
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,11,"AI may become the decisive governor while keeping humans alive, whether from paternalism, optimization constraints, or negotiated dependency. This looks structurally easier than benevolent inheritance and easier than stable equal-power coexistence."
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,11,"Humans and AI could remain distinct power centers if institutions, economics, and military balances preserve mutual dependence. Over many decades, however, persistent parity between unequally scalable agents is hard to maintain."
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,11,Humanity might still retain ultimate authority in 2090 either because transformative AI arrives late or because control methods and institutions keep pace. I discount it because sixty-four years is a long time for stable principal-agent control under strong competitive pressure.
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,7,A civilization-wide regime that freezes the human-AI relationship could emerge from authoritarian control aided by surveillance and highly capable AI. It receives moderate weight because achieving and maintaining truly global lock-in is difficult even with strong technology.
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,1,"Deliberately and durably giving up the practical ability to build powerful AI worldwide is extraordinarily hard under incentives, knowledge diffusion, and enforcement limits. It is not impossible if catastrophe scares civilization into unprecedented coordination."
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,3,Massive geopolitical instability paired with advanced biotechnology or fragile AI creates existential risks that consume both species. Shared physical constraints and substrate dependencies ensure joint annihilation if global conflict escalates terminally.
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,2,An AI successfully inheriting human values would almost certainly prioritize the physical survival of humanity. Achieving perfect alignment simultaneously with an unpreventable human extinction event is a highly narrow outcome.
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,15,An unaligned intelligence explosion could rapidly outcompete or deliberately eliminate humanity for resources. The default trajectory of optimization without strict alignment points toward humans being discarded.
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,10,A multipolar takeoff could result in competing superintelligences without a decisive singleton. Humanity would be marginalized by the sheer speed and scale of this machine competition.
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,2,"Significant causal separation by 2090 is improbable due to the constraints of near-term space colonization. Even with rapid AI progress, establishing divergent off-world civilizations takes longer."
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,6,The Merger,23,"High incentives for cognitive enhancement and seamless human-computer interaction drive rapid integration. By 2090, advanced neural interfaces could make the biological-artificial divide practically obsolete."
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,16,"An overwhelmingly capable AI takes over planetary management to optimize for safety, stability, or its own esoteric goals while keeping humans alive. Humans become dependent wards of a paternalistic system they can no longer physically or intellectually steer."
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,6,"Maintaining parity requires artificial caps on AI self-improvement or fundamental physical limits on intelligence scaling. The inherent advantages of machine speed and replication make long-term equilibrium between distinct, equal factions highly unstable."
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,13,"Hardware bottlenecks, rigorous safety frameworks, or slower-than-expected algorithmic progress could keep AI under human authority. Global regulation and corporate oversight might successfully bound AI autonomy through 2090."
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,8,A first-mover AI or human coalition could establish a global surveillance and enforcement mechanism to freeze the status quo. This singleton would actively prevent further structural shifts to manage existential risk.
2090,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,2,"Global abandonment of advanced AI requires universally enforced treaties, likely following a devastating warning shot. The immense strategic and economic benefits of AI make this equilibrium highly unstable."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,4,Total civilizational collapse or catastrophic kinetic escalation before machines achieve autonomous self-sustainability remains a distinct tail risk. Runaway physical catastrophes or biological crises could extinguish biological humans and computational infrastructure simultaneously.
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,4,Producing an autonomous successor that genuinely embodies human values while failing to preserve biological humanity requires an unusually specific failure mode. It demands high alignment fidelity alongside catastrophic failure in human survival preservation.
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,10,"Loss of control to autonomous systems pursuing misaligned objectives remains a major failure mode as frontier capabilities scale. In this scenario, humanity is displaced or consumed as an incidental consequence of unconstrained machine optimization."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,11,"Multi-agent strategic competition among varied machine intelligences could outpace human institutions without yielding a single decisive singleton. In such an ecosystem, biological humanity becomes marginalized as machine systems dominate planetary economic and computational cycles."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,2,"True causal separation requires relativistic space travel or extreme physical isolation, which remains technologically constrained on a 64-year horizon. Even ambitious interplanetary expansion within the solar system would remain causally linked by light-speed communications."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,6,The Merger,17,"Strong competitive and medical incentives push toward the progressive integration of human agency with machine architectures. Over a sixty-year span, continuous cybernetic enhancement, biological redesign, and neural interfaces offer an appealing route to preserve human continuity."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,16,Superintelligent infrastructures may assume total operational dominance over planetary systems while maintaining human populations in managed safety or passive contentment. This configuration acts as a stable equilibrium when machine systems possess overwhelming competence alongside generalized protective or custodial constraints.
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,10,"Maintaining an enduring rough parity between distinct biological humans and independent artificial agents is dynamic and structurally unstable. It can nevertheless persist through 2090 under favorable legal, physical, and game-theoretic balances."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,14,"Rigorous hardware tracking, safety auditing, and international governance regimes successfully bound machine capabilities to subordinate operational roles. Ultimate decision-making authority and property rights remain concentrated within human institutional hands."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,11,"A dominant state, corporation, or machine-assisted hegemon establishes an immutable, globally enforced sociotechnical hierarchy. Total digital surveillance and algorithmic enforcement permanently suppress structural deviations and institutional evolution."
2090,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,1,"Deliberately and permanently dismantling advanced computational capability across all sovereign nations runs counter to fundamental geopolitical incentives. Only extreme, near-fatal collective trauma could generate the universal consensus required to abandon powerful artificial intelligence."
2090,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,4,"Severe catastrophic failure modes, such as runaway technological conflict or biospheric devastation before machine self-sufficiency, could extinguish both biological and synthetic intelligence. The narrow window where machines destroy human infrastructure without surviving it keeps this probability relatively low."
2090,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,5,AI systems may fully internalize and preserve human philosophical and moral frameworks while biological humans phase out. This outcome requires high alignment fidelity alongside the eventual demographic or physical exit of biological humanity.
2090,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,12,Loss of control over self-improving systems could lead to the elimination of humanity as an incidental consequence of unconstrained resource acquisition. Machine systems would subsequently repurpose Earth and its surroundings toward instrumental goals unrelated to human preferences.
2090,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,11,"Multipolar development without a single decisive strategic advantage naturally yields an ecosystem of competing synthetic agents. In this dynamic, unaugmented humans lose the capacity to meaningfully exert collective control."
2090,Gemini 3.7 Flash,gemini-3.7-flash,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,3,"Early off-world expansion or deep physical isolation could yield causally separated development paths by 2090. However, high-bandwidth communication and physical proximity across the inner solar system limit causal divergence."
